01000010         P0010 进气VVT(可变气门正时)阀控制线路故障 
01015615         C1615 角度传感器故障 
01015621         C1621 电池电压过高 
01015622         C1622 电池电压过低 
01015631         C1631 EEPROM(电子可擦除只读存储器) 通信故障 
01015641         C1641 车速无效故障 
01015642         C1642 转速无效故障 
01015643         C1643 点火信号丢失 
01015653         C1653 电机位置传感器电路故障 
01015661         C1661 继电器开路 
01015663         C1663 过电流 
01015664         C1664 +5VA 电源电压故障 
01015665         C1665 控制器内部故障 
01015666         C1666 预驱动短路 
01015667         C1667 温度过高故障 
01015668         C1668 温度传感器故障 
0101d000         U1000 EPS(电动助力转向系统) 报文发送超时故障 
0101d001         U1001 转速超时故障 
0101d002         U1002 车速超时故障 
01028016         B0016 乘员安全气囊阻值过低 
01028017         B0017 乘员安全气囊开路 
01028018         B0018 乘员安全气囊对地短路或搭线 
01028019         B0019 乘员安全气囊对电源短路 
01028022         B0022 驾驶员安全气囊阻值过低 
01028024         B0024 驾驶员安全气囊对地短路或搭线 
01028025         B0025 驾驶员安全气囊对电源短路 
01028026         B0026 驾驶员安全气囊开路 
01028048         B0048 碰撞输出对地短路或开路 
01028049         B0049 碰撞输出对电源短路 
01028051         B0051 前气囊已引爆 
01028052         B0052 安全气囊控制器达到最大使用限度并无法继续使用 
01028671         B0671 系统故障灯对地短路或开路 
01028673         B0673 系统故障灯对电源短路 
01029000         B1000 内部故障 
01029001         B1001 配置错误 
01029327         B1327 电源电压过低 
01029328         B1328 电源电压过高 
02401004         C001004 左前进油阀故障 
02401104         C001104 左前放油阀故障 
02401404         C001404 右前进油阀故障 
02401504         C001504 右前放油阀故障 
02401804         C001804 左后进油阀故障 
02401904         C001904 左后放油阀故障 
02401c04         C001C04 右后进油阀故障 
02401d04         C001D04 右后放油阀故障 
02402004         C002004 电机故障 
02402104         C002104 电机继电器故障 
02403108         C003108 左前轮速传感器信号不稳定 
02403200         C003200 左前轮速传感器开路或短路 
02403408         C003408 右前轮速传感器信号不稳定 
02403500         C003500 右前轮速传感器开路或短路 
02403708         C003708 左后轮速传感器信号不稳定 
02403800         C003800 左后轮速传感器开路或短路 
02403a08         C003A08 右后轮速传感器信号不稳定 
02403b00         C003B00 右后轮速传感器开路或短路 
02407208         C007208 阀故障(过流,对地短路,硬件故障 ) 
0240a900         C00A900 左前轮速传感器无信号 
0240aa00         C00AA00 右前轮速传感器无信号 
0240ab00         C00AB00 左后轮速传感器无信号 
0240ac00         C00AC00 右后轮速传感器无信号 
02500004         C100004 ECU 硬件故障 
02500104         C100104 CAN 硬件故障 
02509504         C109504 阀继电器故障 
02509904         C109904 车轮齿数或半径匹配故障 
02911716         B111716 电源电压低于阈值 
02911916         B111916 ECU 供电电压低 
02911917         B111917 ECU 供电电压高 
02c00104         U000104 CAN 总线关闭 
03400104         C000104 阀门故障,USV1(转换阀1)(仅ESP(电控稳定系统)) 
03400204         C000204 阀门故障,USV2(转换阀2)(仅ESP(电控稳定系统)) 
03400304         C000304 阀门故障,HSV1(高压电磁阀1)(仅ESP(电控稳定系统)) 
03400404         C000404 阀门故障,HSV2(高压电磁阀2)(仅ESP(电控稳定系统)) 
03401004         C001004 阀门故障,左前入口阀 
03401104         C001104 阀门故障,左前出口阀 
03401404         C001404 阀门故障,右前入口阀 
03401504         C001504 阀门故障,右前出口阀 
03401804         C001804 阀门故障,左后入口阀 
03401904         C001904 阀门故障,左后出口阀 
03401c04         C001C04 阀门故障,右后入口阀 
03401d04         C001D04 阀门故障,右后出口阀 
03402004         C002004 回流泵故障 
03403108         C003108 车轮转速传感器, 左前: (信号故障)超出范围, 丢失, 噪声, 间歇 
03403200         C003200 车轮转速传感器, 左前: 信号线接地短路/开路;供应线开路 
03403408         C003408 车轮转速传感器, 右前: (信号故障)超出范围, 丢失, 噪声, 间歇 
03403500         C003500 车轮转速传感器, 右前: 信号线接地短路/开路;供应线开路 
03403708         C003708 车轮转速传感器, 左后: (信号故障)超出范围, 丢失, 噪声, 间歇 
03403800         C003800 车轮转速传感器, 左后: 信号线接地短路/开路;供应线开路 
03403a08         C003A08 车轮转速传感器, 右后: (信号故障)超出范围, 丢失, 噪声, 间歇 
03403b00         C003B00 车轮转速传感器, 右后: 信号线接地短路/开路;供应线开路 
03404008         C004008 BLS(制动灯开关)故障:合理性 
03404460         C004460 压力传感器故障(信号) 
03404510         C004510 压力传感器故障(线路) 
03406102         C006102 横向加速度传感器的外部传感器YRS(偏航率)集群:信号故障(仅ESP(电控稳定系统)) 
03406108         C006108 横向加速度传感器:信号故障(仅ESP(电控稳定系统)) 
03406202         C006202 纵向加速度传感器的外部传感器YRS(偏航率)集群:信号故障(仅ESP(电控稳定系统)) 
03406208         C006208 纵向加速度传感器:信号故障(仅ESP(电控稳定系统)) 
03406302         C006302 横摆角速度传感器的外部传感器YRS(偏航率)集群:信号故障(仅ESP(电控稳定系统)) 
03406308         C006308 偏航速率传感器:信号故障(仅ESP(电控稳定系统)) 
03406b06         C006B06 ABS(防抱死刹车系统)/ESP(电控稳定系统)不可信控制(控制时间过长等) 
03407208         C007208 通用阀门故障(过热保护,信号无效,硬件故障) 
0340a000         C00A000 车轮转速传感器, 左前: 供应线接地短路 
0340a100         C00A100 车轮转速传感器, 左前: 信号线接UBATT(电池)短路 
0340a200         C00A200 车轮转速传感器, 右前: 供应线接地短路 
0340a300         C00A300 车轮转速传感器, 右前: 信号线接UBATT(电池)短路 
0340a400         C00A400 车轮转速传感器, 左后: 供应线接地短路 
0340a500         C00A500 车轮转速传感器, 左后: 信号线接UBATT(电池)短路 
0340a600         C00A600 车轮转速传感器, 右后: 供应线接地短路 
0340a700         C00A700 车轮转速传感器, 右后: 信号线接UBATT(电池)短路 
0340a800         C00A800 YRS(偏航率)组合传感器未校准或校准失败(仅ESP(电控稳定系统)) 
0340a900         C00A900 车轮转速传感器, 左前: 一般错误 
0340aa00         C00AA00 车轮转速传感器, 右前: 一般错误 
0340ab00         C00AB00 车轮转速传感器, 左后: 一般错误 
0340ac00         C00AC00 车轮转速传感器, 右后: 一般错误 
03419604         C019604 YRS(偏航率)传感器集群故障(硬件故障,温度范围,内部故障(仅ESP(电控稳定系统)) 
03446008         C046008 SAS(转角传感器)故障 (信号) 
03500004         C100004 ECU故障(硬件,微控制器错误) 
03500104         C100104 CAN硬件错误(仅ESP(电控稳定系统)) 
03501008         C101008 ECU错误(一般的软件问题) 
03504c04         C104C04 PATA开关故障(ESP(电控稳定系统)开关)(仅ESP(电控稳定系统)) 
03506600         C106600 SAS(转角传感器)校准误差(仅ESP(电控稳定系统)) 
03508c08         C108C08 倒档开关信号永久性高/低(仅ESP(电控稳定系统)) 
03509504         C109504 阀继电器错误 
03509904         C109904 车轮转速传感器 一般错误 (传感器擦拭, 多个传感器错误) 
03521208         C121208 变体编码错误 
03911716         B111716 ECU电源电压:低压 
03911717         B111717 ECU电源电压:电压高 
03c00104         U000104 CAN总线关闭错误(仅ESP(电控稳定系统)) 
03c00500         U000500 CAN总线过压(仅ESP(电控稳定系统)) 
03c00700         U000700 CAN总线欠压(仅ESP(电控稳定系统)) 
03c10008         U010008 CAN数据损坏/信号无效EMS(发动机管理系统)(仅ESP(电控稳定系统)) 
03c10087         U010087 与EMS(发动机管理系统)丢失通讯(仅ESP(电控稳定系统)) 
03c10108         U010108 变速器控制单元的数据损坏(仅ESP(电控稳定系统)) 
03c10187         U010187 与变速器控制单元丢失通讯(仅ESP(电控稳定系统)) 
03c12308         U012308 与偏航率传感器模块丢失通讯(仅ESP(电控稳定系统)) 
03c12604         U012604 与SAS(转角传感器)丢失通讯(仅ESP(电控稳定系统)) 
03c12608         U012608 CAN数据损坏SAS(转角传感器) (DLC(数据链路连接器), CRC(循环冗余校验), 实时计数器错误, 等)(仅ESP(电控稳定系统)) 
03c14004         U014004 与BCM(车身控制系统)丢失通讯 
03c14008         U014008 CAN数据损坏BCM(车身控制系统)(DLC(数据链路连接器),CRC(循环冗余校验),实时计数器错误) 
03c51308         U051308 无效的数据接收自横摆率传感器模块(仅ESP(电控稳定系统)) 
03d00104         U100104 CAN错误被动(仅ESP(电控稳定系统)) 
04900004         B100004 ECU硬件故障 
04900104         B100104 CAN硬件故障 
04900204         B100204 全景影像输出故障 
04900304         B100304 标定故障 
04900402         B100402 前视摄像头故障 
04900502         B100502 后视摄像头故障 
04900602         B100602 左视摄像头故障 
04900702         B100702 右视摄像头故障 
04911716         B111716 ECU 供电电压过低 
04911917         B111917 ECU 供电电压过高 
04c00104         U000104 CAN总线关闭 
04c10387         U010387 与CVT(无级自动变速器) 丢失通讯 
04c12187         U012187 与ESC(电子稳定控制系统)丢失通讯 
04c12687         U012687 与SAS(转角传感器)丢失通讯 
04c14087         U014087 与BCM(车身控制系统)丢失通讯 
04c24587         U024587 与AVCN(车载导航语音系统)丢失通讯 
05902011         B102011 左转向灯线路短路 
05902013         B102013 左转向灯线路开路 
05902111         B102111 右转向灯线路短路 
05902113         B102113 右转向灯线路开路 
05904423         B104423 门锁闭锁故障 
05904424         B104424 门锁解锁故障 
05911716         B111716 电池电压过低 
05911717         B111717 电池电压过高 
05c07388         U007388 总线关闭 
05c10087         U010087 与EMS(发动机管理系统)丢失通信 
05c12187         U012187 与ABS(防抱死刹车系统)ESC(电子稳定控制系统)丢失通信 
05d00687         U100687 跛行回家 
06911716         B111716 电压过低 
06911717         B111717 电压过高 
069b0900         B1B0900 启动键输入短路到地 
069b0903         B1B0903 左前门把手开关输入短路到地 
069b0a01         B1B0A01 ESCL(电子转向管柱锁) 模式是未学习状态 
069b0a04         B1B0A04 ESCL(电子转向管柱锁) 电机桥错误 
069b1001         B1B1001 智能钥匙欠压故障 
069b2051         B1B2051 PIN码未编程 
069b2251         B1B2251 EMS(发动机管理系统) 钥匙未编程 
069b2451         B1B2451 写EEPROM(电子可擦除只读存储器)失败 
069b3a13         B1B3A13 IMMO(防盗控制器)天线开路 
069b3a96         B1B3A96 IMMO(防盗控制器)内部故障 
069b4612         B1B4612 ACC继电器对电源短路 
069b4614         B1B4614 ACC继电器对地短路或开路 
069b4696         B1B4696 ACC继电器内部故障 
069b4712         B1B4712 IGN1继电器对电源短路 
069b4714         B1B4714 IGN1继电器对地短路或开路 
069b4796         B1B4796 IGN1继电器内部故障 
069b4812         B1B4812 IGN2继电器对电源短路 
069b4814         B1B4814 IGN2继电器对地短路或开路 
069b4896         B1B4896 IGN2继电器内部故障 
069b4912         B1B4912 启动继电器对电源短路 
069b4914         B1B4914 启动继电器对地短路或开路 
069b4996         B1B4996 启动继电器内部故障 
069b5561         B1B5561 PEPS(无钥匙控制系统)-EMS(发动机管理系统)认证失败 
06c07300         U007300 控制器CAN总线关闭 
06c10000         U010000 与EMS(发动机管理系统) 失去通信 
06c10100         U010100 与TCU(自动变速箱控制器) 失去通信 
06d00587         U100587 网络管理跛行回家 
06d20300         U120300 LIN 网络上无通信 
07904444         B104444 电擦除可编程只读存储器交流失败 
07911716         B111716 电池电压过低 
07911717         B111717 电池电压过高 
07c07300         U007300 控制器CAN总线关闭 
07c07388         U007388 IPC(组合仪表控制系统)总线关闭检测 
07c10087         U010087 与EMS(发动机管理系统)通讯失败 
07c10187         U010187 与TCU(自动变速箱控制器)通讯失败 
07c11587         U011587 与EMS(发动机管理系统)丢失通讯 
07c12187         U012187 与ABS(防抱死刹车系统)通讯失败 
07c12887         U012887 与EPB(电子驻车系统)通讯失败 
07c13187         U013187 与EPS(电动助力转向系统)通讯失败 
07c13987         U013987 与EMS(发动机管理系统)丢失通讯 
07c14087         U014087 与BCM(车身控制系统)通讯失败 
07c21487         U021487 与PEPS(无钥匙控制系统)通讯失败 
07d20187         U120187 与RRS(雷达系统)丢失通讯 
07d20287         U120287 与RRS(雷达系统)丢失通讯 
07d20387         U120387 与ESC(电子稳定控制系统)丢失通讯 
07d20487         U120487 与CCU(空调控制系统)丢失通讯 
07d20587         U120587 与PEPS(无钥匙控制系统)丢失通讯 
08911716         B111716 胎压监测系统接收器的电压欠压 
08911917         B111917 胎压监测系统接收器的电压过压 
08911919         B111919 左前胎压过低 
08911920         B111920 左前胎压过高 
08911921         B111921 左前温度超过上限 
08911922         B111922 左前已发生快速泄露 
08911923         B111923 左前胎压监测系统与胎压监测系统传感器失去通讯 
08911924         B111924 左后胎压过低 
08911925         B111925 左后胎压过高 
08911926         B111926 左后温度超过上限 
08911927         B111927 左后已发生快速泄露 
08911928         B111928 左后胎压监测系统与胎压监测系统传感器失去通讯 
08911929         B111929 右后胎压过低 
08911930         B111930 右后胎压过高 
08911931         B111931 右后温度超过上限 
08911932         B111932 右后已发生快速泄露 
08911933         B111933 右后胎压监测系统与胎压监测系统传感器失去通讯 
08911934         B111934 右前胎压过低 
08911935         B111935 右前胎压过高 
08911936         B111936 右前温度超过上限 
08911937         B111937 右前已发生快速泄露 
08911938         B111938 右前胎压监测系统与胎压监测系统传感器失去通讯 
08911940         B111940 左前传感器的电压值过低 
08911941         B111941 左后传感器的电压值过低 
08911942         B111942 右后传感器的电压值过低 
08911943         B111943 右前传感器的电压值过低 
08c12308         U012308 CAN网络总线关闭已发生 
09061300         P061300 TCU(自动变速箱控制器)的CPU复位 
09062f00         P062F00 TCU(自动变速箱控制器)的EEPROM(电子可擦除只读存储器)故障 
09070500         P070500 挡位开关或电路失效 
09071100         P071100 油温传感器故障 
09071200         P071200 油温传感器电路短地 
09071300         P071300 油温传感器电路短电源 
09071500         P071500 主动轮转速传感器或电路失效 
09072000         P072000 从动轮转速传感器或电路失效 
09074000         P074000 锁止电磁阀电路开路 
09074300         P074300 锁止电磁阀电路过流 
09074500         P074500 离合器电磁阀电路电源电压过低 
09074800         P074800 离合器电磁阀电路过流 
09077500         P077500 从动电磁阀电路电源电压过低 
09077800         P077800 从动电磁阀电路过流 
09079500         P079500 主动电磁阀电路电源电压过低 
09079800         P079800 主动电磁阀电路过流 
09084500         P084500 从动压力传感器供电电源电路短地 
09084600         P084600 从动压力传感器供电电源电路短电源 
09084700         P084700 从动压力传感器电路短地/开路 
09084800         P084800 从动压力传感器电路短电源 
09086800         P086800 从动压力低 
09086900         P086900 从动压力高 
09096000         P096000 离合器电磁阀电路开路 
09096100         P096100 离合器电磁阀电路短电源/开路/温度过高 
09096200         P096200 离合器电磁阀电路短地 
09096300         P096300 离合器电磁阀电路短电源 
09096400         P096400 从动电磁阀电路开路 
09096500         P096500 从动电磁阀电路短电源/开路/温度过高 
09096600         P096600 从动电磁阀电路短地 
09096700         P096700 从动电磁阀电路短电源 
09096800         P096800 主动电磁阀电路开路 
09096900         P096900 主动电磁阀电路短电源/开路/温度过高 
09097000         P097000 主动电磁阀电路短地 
09097100         P097100 主动电磁阀电路短电源 
09097200         P097200 换挡锁止线圈电路开路 
09097300         P097300 换挡锁止线圈电路短电地 
09097400         P097400 换挡锁止线圈电路短电源 
09120092         P120092 离合器打滑 
09120192         P120192 变矩器打滑 
09120292         P120292 速比实际值与设定值差异过大 
09120331         P120331 TCU(自动变速箱控制器)下线检测未完成 
09120431         P120431 TCU(自动变速箱控制器)下线检测过程中未检测到P挡 
09120531         P120531 TCU(自动变速箱控制器)下线检测过程中未检测到R挡 
09120631         P120631 TCU(自动变速箱控制器)下线检测过程中未检测到N挡 
09120731         P120731 TCU(自动变速箱控制器)下线检测过程中未检测到D挡 
09120831         P120831 TCU(自动变速箱控制器)下线检测过程中未检测到S挡 
09120931         P120931 TCU(自动变速箱控制器)下线检测过程中未检测最大油门踏板开度 
09121031         P121031 TCU(自动变速箱控制器)下线检测过程中未检测到制动踏板信号 
09121131         P121131 TCU(自动变速箱控制器)下线检测过程中从动压力未检测或未到达设定的最高压力检测值 
09121231         P121231 预留 
09121331         P121331 预留 
09121431         P121431 预留 
09121531         P121531 预留 
09121631         P121631 预留 
09171000         P171000 变速器油温过高 
09275900         P275900 锁止电磁阀电路电源电压过低 
09276100         P276100 锁止电磁阀电路短电源/开路/温度过高 
09276300         P276300 锁止电磁阀电路短地 
09276400         P276400 锁止电磁阀电路短电源 
09276500         P276500 涡轮转速传感器或电路失效 
09280700         P280700 系统电磁阀电路电源电压过低 
09281000         P281000 系统电磁阀电路过流 
09281200         P281200 系统电磁阀电路开路 
09281300         P281300 系统电磁阀电路短电源/开路/温度过高 
09281400         P281400 系统电磁阀电路短地 
09281500         P281500 系统电磁阀电路短电源 
09911716         B111716 电池电压过低 
09911717         B111717 电池电压过高 
09c07300         U007300 TCU(自动变速箱控制器) 的CAN总线关闭 
09c10087         U010087 EMS(发动机管理系统)节点超时故障 
09c10187         U010187 TCU(自动变速箱控制器)节点超时故障 
09c12187         U012187 ABS(防抱死刹车系统)节点超时故障 
09c15587         U015587 IC(仪表)节点超时故障 
09d20786         U120786 ECU的CAN总线故障 
0a061300         P061300 TCU(自动变速箱控制器)的CPU复位 
0a062f00         P062F00 TCU(自动变速箱控制器)的EEPROM(电子可擦除只读存储器)故障 
0a070500         P070500 挡位开关或电路失效 
0a071100         P071100 变速器油温传感器故障 
0a071200         P071200 变速器油温传感器电路短地 
0a071300         P071300 变速器油温传感器电路短电源 
0a071500         P071500 主动轮转速传感器或电路失效 
0a072000         P072000 被动轮转速传感器或电路失效 
0a074000         P074000 锁止电磁阀电路开路 
0a074300         P074300 锁止电磁阀电路过流 
0a074500         P074500 离合器电磁阀电路电源电压过低 
0a074800         P074800 离合器电磁阀电路过流 
0a077500         P077500 被动电磁阀电路电源电压过低 
0a077800         P077800 被动电磁阀电路过流 
0a079500         P079500 主动电磁阀电路电源电压过低 
0a079800         P079800 主动电磁阀电路过流 
0a084500         P084500 被动实际压力传感器供电电源电路短地 
0a084600         P084600 被动实际压力传感器供电电源电路短电源 
0a084700         P084700 被动实际压力传感器电路短地/开路 
0a084800         P084800 被动实际压力传感器电路短电源 
0a086800         P086800 被动实际压力低 
0a086900         P086900 被动实际压力高 
0a096000         P096000 离合器电磁阀电路开路 
0a096100         P096100 离合器电磁阀电路短电源/开路/温度过高 
0a096200         P096200 离合器电磁阀电路短地 
0a096300         P096300 离合器电磁阀电路短电源 
0a096400         P096400 被动电磁阀电路开路 
0a096500         P096500 被动电磁阀电路短电源/开路/温度过高 
0a096600         P096600 被动电磁阀电路短地 
0a096700         P096700 被动电磁阀电路短电源 
0a096800         P096800 主动电磁阀电路开路 
0a096900         P096900 主动电磁阀电路短电源/开路/温度过高 
0a097000         P097000 主动电磁阀电路短地 
0a097100         P097100 主动电磁阀电路短电源 
0a097200         P097200 换挡锁止线圈电路开路 
0a097300         P097300 换挡锁止线圈电路短地 
0a097400         P097400 换挡锁止线圈电路短电源 
0a120092         P120092 离合器打滑 
0a120192         P120192 变矩器打滑 
0a120292         P120292 速比实际值与设定值差异过大 
0a120331         P120331 TCU(自动变速箱控制器)下线检测未完成 
0a120431         P120431 TCU(自动变速箱控制器)下线检测过程中未检测到P挡 
0a120531         P120531 TCU(自动变速箱控制器)下线检测过程中未检测到R挡 
0a120631         P120631 TCU(自动变速箱控制器)下线检测过程中未检测到N挡 
0a120731         P120731 TCU(自动变速箱控制器)下线检测过程中未检测到D挡 
0a120831         P120831 TCU(自动变速箱控制器)下线检测过程中未检测到S挡 
0a120931         P120931 TCU(自动变速箱控制器)下线检测过程中未检测最大油门踏板开度 
0a121031         P121031 TCU(自动变速箱控制器)下线检测过程中未检测到制动踏板信号 
0a121131         P121131 TCU(自动变速箱控制器)下线检测过程中被动实际压力未检测或未到达设定的最高压力检测值 
0a171000         P171000 变速器油温过高 
0a275900         P275900 锁止电磁阀电路电源电压过低 
0a276100         P276100 锁止电磁阀电路短电源/开路/温度过高 
0a276300         P276300 锁止电磁阀电路短地 
0a276400         P276400 锁止电磁阀电路短电源 
0a276500         P276500 涡轮转速传感器或电路失效 
0a280700         P280700 系统电磁阀电路电源电压过低 
0a281000         P281000 系统电磁阀电路过流 
0a281200         P281200 系统电磁阀电路开路 
0a281300         P281300 系统电磁阀电路短电源/开路/温度过高 
0a281400         P281400 系统电磁阀电路短地 
0a281500         P281500 系统电磁阀电路短电源 
0a402004         C002004 回流泵故障 
0a406102         C006102 侧向加速度传感器的外部YRS(偏航率)传感器群：信号故障 
0a406202         C006202 纵向加速度传感器的外部YRS(偏航率)传感器群：信号故障 
0a406302         C006302 偏差传感器的外部YRS(偏航率)传感器组：信号故障 
0a407208         C007208 一般阀门故障（过热保护，信号无效，硬件故障） 
0a504c04         C104C04 数据开关故障 
0a508c08         C108C08 倒挡齿轮开关信号错误 
0a509504         C109504 阀继电器故障 
0a521208         C121208 编码错误 
0a911716         B111716 电池电压过低 
0a911717         B111717 电池电压过高 
0a911917         B111917 ECU供电电压过高 
0ac07300         U007300 TCU(自动变速箱控制器) 的CAN总线关闭 
0ac10087         U010087 EMS(发动机管理系统)节点超时故障 
0ac10108         U010108 传动控制单元数据损坏 
0ac10187         U010187 失去通信传输控制单元 
0ac12187         U012187 ABS(防抱死刹车系统)节点超时故障 
0ac12308         U012308 与偏航率传感器模块失去通信 
0ac14004         U014004 与BCM(车身控制系统)通讯中断 
0ac14008         U014008 CAN数据损坏BCM(车身控制系统)（DLC(数据链路连接器)，CRC(循环冗余校验)，活动计数器错误） 
0ac15587         U015587 IC(仪表)节点超时故障 
0ac51308         U051308 传感器模块接收到无效数据 
0ad20786         U120786 ECU的CAN总线故障 
0b000a00         P000A00 进气VVT(可变气门正时)运行故障(迟缓) 
0b000a77         P000A77 进气VVT(可变气门正时)运行故障(卡死) 
0b001013         P001013 进气VVT(可变气门正时)电路断路 
0b001200         P001200 进气凸轮轴锁死位置运行不合理故障 
0b001621         P001621 进气凸轮轴位置提前 
0b001622         P001622 进气凸轮轴位置延迟 
0b001629         P001629 进气凸轮轴位置跳动 
0b003013         P003013 上游氧传感器加热控制电路断路 
0b003111         P003111 上游氧传感器加热控制电路对地短路 
0b003212         P003212 上游氧传感器加热控制电路对电源短路 
0b003613         P003613 下游氧传感器加热控制电路断路 
0b003711         P003711 下游氧传感器加热控制电路对地短路 
0b003812         P003812 下游氧传感器加热控制电路对电源短路 
0b00531e         P00531E 上游氧传感器加热内阻不合理 
0b00541e         P00541E 下游氧传感器加热内阻不合理 
0b010528         P010528 进气压力传感器信号无变化 
0b010600         P010600 进气压力传感器不合理 
0b010711         P010711 进气压力传感器电路电压过低 
0b010812         P010812 进气压力传感器电路电压过高 
0b011100         P011100 进气岐管温度传感器信号不合理故障 
0b011216         P011216 进气岐管温度传感器电路电压过低 
0b011317         P011317 进气岐管温度传感器电路电压过高 
0b011600         P011600 发动机冷却液温度传感器信号不合理故障 
0b011716         P011716 发动机冷却液温度传感器电路电压过低 
0b011817         P011817 发动机冷却液温度传感器电路电压过高 
0b012129         P012129 电子节气门位置传感器1信号不合理 
0b012216         P012216 电子节气门位置传感器1信号电路电压过低 
0b012317         P012317 电子节气门位置传感器1信号电路电压过高 
0b013000         P013000 上游氧传感器信号不合理 
0b013116         P013116 上游氧传感器信号电路电压过低 
0b013217         P013217 上游氧传感器信号电路电压过高 
0b013300         P013300 上游氧传感器老化 
0b013400         P013400 上游氧传感器电路信号故障 
0b013600         P013600 下游氧传感器信号不合理 
0b013716         P013716 下游氧传感器信号电路电压过低 
0b013817         P013817 下游氧传感器信号电路电压过高 
0b014000         P014000 下游氧传感器电路信号故障 
0b015317         C1317 角度传感器未进行零位学习 
0b015611         C1611 传感器主信号值超界 
